group,trial_id,condition,character_set,target_pronoun,target_id,target_image,target_name,target_file,target_x,distractor_pronoun,distractor_id,distractor_image,distractor_name,distractor_file,distractor_x,object_image,object_x,object_y2,object_y3,object_y4, sibling_image,top_left,bottom_left,top_right,bottom_right,correct_description,audio
17,intro_list5_test9,intro,5,he/him,16,HT3,dan,HT3_he_dan.png,275,they/them,6,ST2,jess,ST2_they_jess.png,525,pear.png,175,150,100,50,HT3_sister_dan.png,HT3_sister_dan.png,HT3_brother_dan.png,ST2_sister_jess.png,ST2_brother_jess.png,Dan gave the pear to his sister.,
17,intro_list5_test10,intro,5,he/him,16,HT3,dan,HT3_he_dan.png,525,they/them,6,ST2,jess,ST2_they_jess.png,275,juice.png,725,150,100,50,HT3_brother_dan.png,ST2_sister_jess.png,ST2_brother_jess.png,HT3_brother_dan.png,HT3_sister_dan.png,Dan gave the juice to his brother.,
17,intro_list5_test11,intro,5,she/her,1,ST1,alex,ST1_she_alex.png,275,he/him,16,HT3,dan,HT3_he_dan.png,525,spoon.png,175,250,300,350,ST1_sister_alex.png,ST1_brother_alex.png,ST1_sister_alex.png,HT3_brother_dan.png,HT3_sister_dan.png,Alex gave the spoon to her sister.,
17,intro_list5_test12,intro,5,she/her,1,ST1,alex,ST1_she_alex.png,525,he/him,16,HT3,dan,HT3_he_dan.png,275,broccoli.png,725,250,300,350,ST1_brother_alex.png,HT3_brother_dan.png,HT3_sister_dan.png,ST1_sister_alex.png,ST1_brother_alex.png,Alex gave the broccoli to her brother.,
17,intro_list5_test13,intro,5,she/her,1,ST1,alex,ST1_she_alex.png,275,he/him,16,HT3,dan,HT3_he_dan.png,525,egg.png,175,150,100,50,ST1_brother_alex.png,ST1_brother_alex.png,ST1_sister_alex.png,HT3_sister_dan.png,HT3_brother_dan.png,Alex gave the egg to her brother.,
17,intro_list5_test14,intro,5,she/her,1,ST1,alex,ST1_she_alex.png,525,he/him,16,HT3,dan,HT3_he_dan.png,275,strawberry.png,725,150,100,50,ST1_sister_alex.png,HT3_sister_dan.png,HT3_brother_dan.png,ST1_sister_alex.png,ST1_brother_alex.png,Alex gave the strawberry to her sister.,
17,intro_list5_test15,intro,5,she/her,1,ST1,alex,ST1_she_alex.png,275,he/him,16,HT3,dan,HT3_he_dan.png,525,pineapple.png,175,250,300,350,ST1_brother_alex.png,ST1_sister_alex.png,ST1_brother_alex.png,HT3_brother_dan.png,HT3_sister_dan.png,Alex gave the pineapple to her brother.,
17,intro_list5_test16,intro,5,she/her,1,ST1,alex,ST1_she_alex.png,525,they/them,6,ST2,jess,ST2_they_jess.png,275,banana.png,725,250,300,350,ST1_sister_alex.png,ST2_sister_jess.png,ST2_brother_jess.png,ST1_brother_alex.png,ST1_sister_alex.png,Alex gave the banana to her sister.,
17,intro_list5_test17,intro,5,she/her,1,ST1,alex,ST1_she_alex.png,275,they/them,6,ST2,jess,ST2_they_jess.png,525,bacon.png,175,150,100,50,ST1_sister_alex.png,ST1_sister_alex.png,ST1_brother_alex.png,ST2_brother_jess.png,ST2_sister_jess.png,Alex gave the bacon to her sister.,
17,intro_list5_test18,intro,5,she/her,1,ST1,alex,ST1_she_alex.png,525,they/them,6,ST2,jess,ST2_they_jess.png,275,pizza.png,725,150,100,50,ST1_brother_alex.png,ST2_brother_jess.png,ST2_sister_jess.png,ST1_brother_alex.png,ST1_sister_alex.png,Alex gave the pizza to her brother.,
17,intro_list5_test19,intro,5,she/her,1,ST1,alex,ST1_she_alex.png,275,they/them,6,ST2,jess,ST2_they_jess.png,525,carrot.png,175,250,300,350,ST1_sister_alex.png,ST1_brother_alex.png,ST1_sister_alex.png,ST2_sister_jess.png,ST2_brother_jess.png,Alex gave the carrot to her sister.,
17,intro_list5_test20,intro,5,she/her,1,ST1,alex,ST1_she_alex.png,525,they/them,6,ST2,jess,ST2_they_jess.png,275,lemon.png,725,250,300,350,ST1_brother_alex.png,ST2_sister_jess.png,ST2_brother_jess.png,ST1_sister_alex.png,ST1_brother_alex.png,Alex gave the lemon to her brother.,
17,intro_list5_test21,intro,5,they/them,6,ST2,jess,ST2_they_jess.png,275,she/her,1,ST1,alex,ST1_she_alex.png,525,plate.png,175,150,100,50,ST2_brother_jess.png,ST2_brother_jess.png,ST2_sister_jess.png,ST1_sister_alex.png,ST1_brother_alex.png,Jess gave the plate to their brother.,
17,intro_list5_test22,intro,5,they/them,6,ST2,jess,ST2_they_jess.png,525,she/her,1,ST1,alex,ST1_she_alex.png,275,icecream.png,725,150,100,50,ST2_sister_jess.png,ST1_sister_alex.png,ST1_brother_alex.png,ST2_sister_jess.png,ST2_brother_jess.png,Jess gave the icecream to their sister.,
17,intro_list5_test23,intro,5,they/them,6,ST2,jess,ST2_they_jess.png,275,she/her,1,ST1,alex,ST1_she_alex.png,525,orange.png,175,250,300,350,ST2_sister_jess.png,ST2_brother_jess.png,ST2_sister_jess.png,ST1_brother_alex.png,ST1_sister_alex.png,Jess gave the orange to their sister.,
17,intro_list5_test24,intro,5,they/them,6,ST2,jess,ST2_they_jess.png,525,she/her,1,ST1,alex,ST1_she_alex.png,275,potato.png,725,250,300,350,ST2_brother_jess.png,ST1_brother_alex.png,ST1_sister_alex.png,ST2_sister_jess.png,ST2_brother_jess.png,Jess gave the potato to their brother.,
17,intro_list5_test25,intro,5,they/them,6,ST2,jess,ST2_they_jess.png,275,she/her,1,ST1,alex,ST1_she_alex.png,525,apple.png,175,150,100,50,ST2_sister_jess.png,ST2_sister_jess.png,ST2_brother_jess.png,ST1_sister_alex.png,ST1_brother_alex.png,Jess gave the apple to their sister.,
17,intro_list5_test26,intro,5,they/them,6,ST2,jess,ST2_they_jess.png,525,he/him,16,HT3,dan,HT3_he_dan.png,275,onion.png,725,150,100,50,ST2_brother_jess.png,HT3_brother_dan.png,HT3_sister_dan.png,ST2_brother_jess.png,ST2_sister_jess.png,Jess gave the onion to their brother.,
17,intro_list5_test27,intro,5,they/them,6,ST2,jess,ST2_they_jess.png,275,he/him,16,HT3,dan,HT3_he_dan.png,525,watermelon.png,175,250,300,350,ST2_brother_jess.png,ST2_sister_jess.png,ST2_brother_jess.png,HT3_sister_dan.png,HT3_brother_dan.png,Jess gave the watermelon to their brother.,
17,intro_list5_test28,intro,5,they/them,6,ST2,jess,ST2_they_jess.png,525,he/him,16,HT3,dan,HT3_he_dan.png,275,knife.png,725,250,300,350,ST2_sister_jess.png,HT3_sister_dan.png,HT3_brother_dan.png,ST2_brother_jess.png,ST2_sister_jess.png,Jess gave the knife to their sister.,
17,intro_list5_test29,intro,5,they/them,6,ST2,jess,ST2_they_jess.png,275,he/him,16,HT3,dan,HT3_he_dan.png,525,cookie.png,175,150,100,50,ST2_brother_jess.png,ST2_brother_jess.png,ST2_sister_jess.png,HT3_brother_dan.png,HT3_sister_dan.png,Jess gave the cookie to their brother.,
17,intro_list5_test30,intro,5,they/them,6,ST2,jess,ST2_they_jess.png,525,he/him,16,HT3,dan,HT3_he_dan.png,275,tomato.png,725,150,100,50,ST2_sister_jess.png,HT3_brother_dan.png,HT3_sister_dan.png,ST2_sister_jess.png,ST2_brother_jess.png,Jess gave the tomato to their sister.,
18,intro_list6_test1,intro,6,he/him,17,HT3,brian,HT3_he_brian.png,275,she/her,4,ST2,emily,ST2_she_emily.png,525,chocolate.png,175,150,100,50,HT3_brother_brian.png,HT3_brother_brian.png,HT3_sister_brian.png,ST2_brother_emily.png,ST2_sister_emily.png,Brian gave the chocolate to his brother.,
18,intro_list6_test2,intro,6,he/him,17,HT3,brian,HT3_he_brian.png,525,she/her,4,ST2,emily,ST2_she_emily.png,275,cherries.png,725,150,100,50,HT3_sister_brian.png,ST2_brother_emily.png,ST2_sister_emily.png,HT3_sister_brian.png,HT3_brother_brian.png,Brian gave the cherries to his sister.,
18,intro_list6_test3,intro,6,he/him,17,HT3,brian,HT3_he_brian.png,275,she/her,4,ST2,emily,ST2_she_emily.png,525,avocado.png,175,250,300,350,HT3_sister_brian.png,HT3_brother_brian.png,HT3_sister_brian.png,ST2_sister_emily.png,ST2_brother_emily.png,Brian gave the avocado to his sister.,
18,intro_list6_test4,intro,6,he/him,17,HT3,brian,HT3_he_brian.png,525,she/her,4,ST2,emily,ST2_she_emily.png,275,pumpkin.png,725,250,300,350,HT3_brother_brian.png,ST2_sister_emily.png,ST2_brother_emily.png,HT3_sister_brian.png,HT3_brother_brian.png,Brian gave the pumpkin to his brother.,
18,intro_list6_test5,intro,6,he/him,17,HT3,brian,HT3_he_brian.png,275,she/her,4,ST2,emily,ST2_she_emily.png,525,bread.png,175,150,100,50,HT3_sister_brian.png,HT3_sister_brian.png,HT3_brother_brian.png,ST2_brother_emily.png,ST2_sister_emily.png,Brian gave the bread to his sister.,
18,intro_list6_test6,intro,6,he/him,17,HT3,brian,HT3_he_brian.png,525,they/them,9,ST3,alex,ST3_they_alex.png,275,corn.png,725,150,100,50,HT3_brother_brian.png,ST3_brother_alex.png,ST3_sister_alex.png,HT3_brother_brian.png,HT3_sister_brian.png,Brian gave the corn to his brother.,
18,intro_list6_test7,intro,6,he/him,17,HT3,brian,HT3_he_brian.png,275,they/them,9,ST3,alex,ST3_they_alex.png,525,kiwi.png,175,150,100,50,HT3_brother_brian.png,HT3_brother_brian.png,HT3_sister_brian.png,ST3_brother_alex.png,ST3_sister_alex.png,Brian gave the kiwi to his brother.,
18,intro_list6_test8,intro,6,he/him,17,HT3,brian,HT3_he_brian.png,525,they/them,9,ST3,alex,ST3_they_alex.png,275,grapes.png,725,250,300,350,HT3_sister_brian.png,ST3_brother_alex.png,ST3_sister_alex.png,HT3_brother_brian.png,HT3_sister_brian.png,Brian gave the grapes to his sister.,
18,intro_list6_test9,intro,6,he/him,17,HT3,brian,HT3_he_brian.png,275,they/them,9,ST3,alex,ST3_they_alex.png,525,pear.png,175,150,100,50,HT3_sister_brian.png,HT3_sister_brian.png,HT3_brother_brian.png,ST3_sister_alex.png,ST3_brother_alex.png,Brian gave the pear to his sister.,
18,intro_list6_test10,intro,6,he/him,17,HT3,brian,HT3_he_brian.png,525,they/them,9,ST3,alex,ST3_they_alex.png,275,juice.png,725,150,100,50,HT3_brother_brian.png,ST3_sister_alex.png,ST3_brother_alex.png,HT3_brother_brian.png,HT3_sister_brian.png,Brian gave the juice to his brother.,
18,intro_list6_test11,intro,6,she/her,4,ST2,emily,ST2_she_emily.png,275,he/him,17,HT3,brian,HT3_he_brian.png,525,spoon.png,175,250,300,350,ST2_sister_emily.png,ST2_brother_emily.png,ST2_sister_emily.png,HT3_brother_brian.png,HT3_sister_brian.png,Emily gave the spoon to her sister.,
18,intro_list6_test12,intro,6,she/her,4,ST2,emily,ST2_she_emily.png,525,he/him,17,HT3,brian,HT3_he_brian.png,275,broccoli.png,725,150,100,50,ST2_brother_emily.png,HT3_brother_brian.png,HT3_sister_brian.png,ST2_brother_emily.png,ST2_sister_emily.png,Emily gave the broccoli to her brother.,
18,intro_list6_test13,intro,6,she/her,4,ST2,emily,ST2_she_emily.png,275,he/him,17,HT3,brian,HT3_he_brian.png,525,egg.png,175,150,100,50,ST2_brother_emily.png,ST2_brother_emily.png,ST2_sister_emily.png,HT3_sister_brian.png,HT3_brother_brian.png,Emily gave the egg to her brother.,
18,intro_list6_test14,intro,6,she/her,4,ST2,emily,ST2_she_emily.png,525,he/him,17,HT3,brian,HT3_he_brian.png,275,strawberry.png,725,150,100,50,ST2_sister_emily.png,HT3_sister_brian.png,HT3_brother_brian.png,ST2_sister_emily.png,ST2_brother_emily.png,Emily gave the strawberry to her sister.,
18,intro_list6_test15,intro,6,she/her,4,ST2,emily,ST2_she_emily.png,275,he/him,17,HT3,brian,HT3_he_brian.png,525,pineapple.png,175,250,300,350,ST2_brother_emily.png,ST2_sister_emily.png,ST2_brother_emily.png,HT3_brother_brian.png,HT3_sister_brian.png,Emily gave the pineapple to her brother.,
18,intro_list6_test16,intro,6,she/her,4,ST2,emily,ST2_she_emily.png,525,they/them,9,ST3,alex,ST3_they_alex.png,275,banana.png,725,250,300,350,ST2_sister_emily.png,ST3_sister_alex.png,ST3_brother_alex.png,ST2_brother_emily.png,ST2_sister_emily.png,Emily gave the banana to her sister.,
18,intro_list6_test17,intro,6,she/her,4,ST2,emily,ST2_she_emily.png,275,they/them,9,ST3,alex,ST3_they_alex.png,525,bacon.png,175,150,100,50,ST2_sister_emily.png,ST2_sister_emily.png,ST2_brother_emily.png,ST3_brother_alex.png,ST3_sister_alex.png,Emily gave the bacon to her sister.,
18,intro_list6_test18,intro,6,she/her,4,ST2,emily,ST2_she_emily.png,525,they/them,9,ST3,alex,ST3_they_alex.png,275,pizza.png,725,150,100,50,ST2_brother_emily.png,ST3_brother_alex.png,ST3_sister_alex.png,ST2_brother_emily.png,ST2_sister_emily.png,Emily gave the pizza to her brother.,
18,intro_list6_test19,intro,6,she/her,4,ST2,emily,ST2_she_emily.png,275,they/them,9,ST3,alex,ST3_they_alex.png,525,carrot.png,175,250,300,350,ST2_sister_emily.png,ST2_brother_emily.png,ST2_sister_emily.png,ST3_sister_alex.png,ST3_brother_alex.png,Emily gave the carrot to her sister.,
18,intro_list6_test20,intro,6,she/her,4,ST2,emily,ST2_she_emily.png,525,they/them,9,ST3,alex,ST3_they_alex.png,275,lemon.png,725,250,300,350,ST2_brother_emily.png,ST3_sister_alex.png,ST3_brother_alex.png,ST2_sister_emily.png,ST2_brother_emily.png,Emily gave the lemon to her brother.,
18,intro_list6_test21,intro,6,they/them,9,ST3,alex,ST3_they_alex.png,275,she/her,4,ST2,emily,ST2_she_emily.png,525,plate.png,175,250,300,350,ST3_brother_alex.png,ST3_sister_alex.png,ST3_brother_alex.png,ST2_sister_emily.png,ST2_brother_emily.png,Alex gave the plate to their brother.,
18,intro_list6_test22,intro,6,they/them,9,ST3,alex,ST3_they_alex.png,525,she/her,4,ST2,emily,ST2_she_emily.png,275,icecream.png,725,250,300,350,ST3_sister_alex.png,ST2_sister_emily.png,ST2_brother_emily.png,ST3_brother_alex.png,ST3_sister_alex.png,Alex gave the icecream to their sister.,
18,intro_list6_test23,intro,6,they/them,9,ST3,alex,ST3_they_alex.png,275,she/her,4,ST2,emily,ST2_she_emily.png,525,orange.png,175,250,300,350,ST3_sister_alex.png,ST3_brother_alex.png,ST3_sister_alex.png,ST2_brother_emily.png,ST2_sister_emily.png,Alex gave the orange to their sister.,
18,intro_list6_test24,intro,6,they/them,9,ST3,alex,ST3_they_alex.png,525,she/her,4,ST2,emily,ST2_she_emily.png,275,potato.png,725,250,300,350,ST3_brother_alex.png,ST2_brother_emily.png,ST2_sister_emily.png,ST3_sister_alex.png,ST3_brother_alex.png,Alex gave the potato to their brother.,
18,intro_list6_test25,intro,6,they/them,9,ST3,alex,ST3_they_alex.png,275,she/her,4,ST2,emily,ST2_she_emily.png,525,apple.png,175,150,100,50,ST3_sister_alex.png,ST3_sister_alex.png,ST3_brother_alex.png,ST2_sister_emily.png,ST2_brother_emily.png,Alex gave the apple to their sister.,
18,intro_list6_test26,intro,6,they/them,9,ST3,alex,ST3_they_alex.png,525,he/him,17,HT3,brian,HT3_he_brian.png,275,onion.png,725,150,100,50,ST3_brother_alex.png,HT3_brother_brian.png,HT3_sister_brian.png,ST3_brother_alex.png,ST3_sister_alex.png,Alex gave the onion to their brother.,
18,intro_list6_test27,intro,6,they/them,9,ST3,alex,ST3_they_alex.png,275,he/him,17,HT3,brian,HT3_he_brian.png,525,watermelon.png,175,250,300,350,ST3_brother_alex.png,ST3_sister_alex.png,ST3_brother_alex.png,HT3_sister_brian.png,HT3_brother_brian.png,Alex gave the watermelon to their brother.,
18,intro_list6_test28,intro,6,they/them,9,ST3,alex,ST3_they_alex.png,525,he/him,17,HT3,brian,HT3_he_brian.png,275,knife.png,725,250,300,350,ST3_sister_alex.png,HT3_sister_brian.png,HT3_brother_brian.png,ST3_brother_alex.png,ST3_sister_alex.png,Alex gave the knife to their sister.,
18,intro_list6_test29,intro,6,they/them,9,ST3,alex,ST3_they_alex.png,275,he/him,17,HT3,brian,HT3_he_brian.png,525,cookie.png,175,150,100,50,ST3_brother_alex.png,ST3_brother_alex.png,ST3_sister_alex.png,HT3_brother_brian.png,HT3_sister_brian.png,Alex gave the cookie to their brother.,
18,intro_list6_test30,intro,6,they/them,9,ST3,alex,ST3_they_alex.png,525,he/him,17,HT3,brian,HT3_he_brian.png,275,tomato.png,725,150,100,50,ST3_sister_alex.png,HT3_brother_brian.png,HT3_sister_brian.png,ST3_sister_alex.png,ST3_brother_alex.png,Alex gave the tomato to their sister.,
19,neither_list1_test1,neither,1,he/him,14,HT2,alex,HT2_he_alex.png,275,she/her,8,ST3,jess,ST3_she_jess.png,525,chocolate.png,175,250,300,350,HT2_brother_alex.png,HT2_sister_alex.png,HT2_brother_alex.png,ST3_brother_jess.png,ST3_sister_jess.png,Alex gave the chocolate to his brother.,
19,neither_list1_test2,neither,1,he/him,14,HT2,alex,HT2_he_alex.png,525,she/her,8,ST3,jess,ST3_she_jess.png,275,cherries.png,725,150,100,50,HT2_sister_alex.png,ST3_brother_jess.png,ST3_sister_jess.png,HT2_sister_alex.png,HT2_brother_alex.png,Alex gave the cherries to his sister.,
19,neither_list1_test3,neither,1,he/him,14,HT2,alex,HT2_he_alex.png,275,she/her,8,ST3,jess,ST3_she_jess.png,525,avocado.png,175,250,300,350,HT2_sister_alex.png,HT2_brother_alex.png,HT2_sister_alex.png,ST3_sister_jess.png,ST3_brother_jess.png,Alex gave the avocado to his sister.,
19,neither_list1_test4,neither,1,he/him,14,HT2,alex,HT2_he_alex.png,525,she/her,8,ST3,jess,ST3_she_jess.png,275,pumpkin.png,725,250,300,350,HT2_brother_alex.png,ST3_sister_jess.png,ST3_brother_jess.png,HT2_sister_alex.png,HT2_brother_alex.png,Alex gave the pumpkin to his brother.,
19,neither_list1_test5,neither,1,he/him,14,HT2,alex,HT2_he_alex.png,275,she/her,8,ST3,jess,ST3_she_jess.png,525,bread.png,175,250,300,350,HT2_sister_alex.png,HT2_brother_alex.png,HT2_sister_alex.png,ST3_brother_jess.png,ST3_sister_jess.png,Alex gave the bread to his sister.,
19,neither_list1_test6,neither,1,he/him,14,HT2,alex,HT2_he_alex.png,525,they/them,12,HT1,dan,HT1_they_dan.png,275,corn.png,725,150,100,50,HT2_brother_alex.png,HT1_brother_dan.png,HT1_sister_dan.png,HT2_brother_alex.png,HT2_sister_alex.png,Alex gave the corn to his brother.,
19,neither_list1_test7,neither,1,he/him,14,HT2,alex,HT2_he_alex.png,275,they/them,12,HT1,dan,HT1_they_dan.png,525,kiwi.png,175,150,100,50,HT2_brother_alex.png,HT2_brother_alex.png,HT2_sister_alex.png,HT1_brother_dan.png,HT1_sister_dan.png,Alex gave the kiwi to his brother.,
19,neither_list1_test8,neither,1,he/him,14,HT2,alex,HT2_he_alex.png,525,they/them,12,HT1,dan,HT1_they_dan.png,275,grapes.png,725,250,300,350,HT2_sister_alex.png,HT1_brother_dan.png,HT1_sister_dan.png,HT2_brother_alex.png,HT2_sister_alex.png,Alex gave the grapes to his sister.,
19,neither_list1_test9,neither,1,he/him,14,HT2,alex,HT2_he_alex.png,275,they/them,12,HT1,dan,HT1_they_dan.png,525,pear.png,175,150,100,50,HT2_sister_alex.png,HT2_sister_alex.png,HT2_brother_alex.png,HT1_sister_dan.png,HT1_brother_dan.png,Alex gave the pear to his sister.,
19,neither_list1_test10,neither,1,he/him,14,HT2,alex,HT2_he_alex.png,525,they/them,12,HT1,dan,HT1_they_dan.png,275,juice.png,725,150,100,50,HT2_brother_alex.png,HT1_sister_dan.png,HT1_brother_dan.png,HT2_brother_alex.png,HT2_sister_alex.png,Alex gave the juice to his brother.,
19,neither_list1_test11,neither,1,she/her,8,ST3,jess,ST3_she_jess.png,275,he/him,14,HT2,alex,HT2_he_alex.png,525,spoon.png,175,250,300,350,ST3_sister_jess.png,ST3_brother_jess.png,ST3_sister_jess.png,HT2_brother_alex.png,HT2_sister_alex.png,Jess gave the spoon to her sister.,
19,neither_list1_test12,neither,1,she/her,8,ST3,jess,ST3_she_jess.png,525,he/him,14,HT2,alex,HT2_he_alex.png,275,broccoli.png,725,250,300,350,ST3_brother_jess.png,HT2_brother_alex.png,HT2_sister_alex.png,ST3_sister_jess.png,ST3_brother_jess.png,Jess gave the broccoli to her brother.,
19,neither_list1_test13,neither,1,she/her,8,ST3,jess,ST3_she_jess.png,275,he/him,14,HT2,alex,HT2_he_alex.png,525,egg.png,175,150,100,50,ST3_brother_jess.png,ST3_brother_jess.png,ST3_sister_jess.png,HT2_sister_alex.png,HT2_brother_alex.png,Jess gave the egg to her brother.,
19,neither_list1_test14,neither,1,she/her,8,ST3,jess,ST3_she_jess.png,525,he/him,14,HT2,alex,HT2_he_alex.png,275,strawberry.png,725,150,100,50,ST3_sister_jess.png,HT2_sister_alex.png,HT2_brother_alex.png,ST3_sister_jess.png,ST3_brother_jess.png,Jess gave the strawberry to her sister.,
19,neither_list1_test15,neither,1,she/her,8,ST3,jess,ST3_she_jess.png,275,he/him,14,HT2,alex,HT2_he_alex.png,525,pineapple.png,175,250,300,350,ST3_brother_jess.png,ST3_sister_jess.png,ST3_brother_jess.png,HT2_brother_alex.png,HT2_sister_alex.png,Jess gave the pineapple to her brother.,
19,neither_list1_test16,neither,1,she/her,8,ST3,jess,ST3_she_jess.png,525,they/them,12,HT1,dan,HT1_they_dan.png,275,banana.png,725,250,300,350,ST3_sister_jess.png,HT1_sister_dan.png,HT1_brother_dan.png,ST3_brother_jess.png,ST3_sister_jess.png,Jess gave the banana to her sister.,
19,neither_list1_test17,neither,1,she/her,8,ST3,jess,ST3_she_jess.png,275,they/them,12,HT1,dan,HT1_they_dan.png,525,bacon.png,175,150,100,50,ST3_sister_jess.png,ST3_sister_jess.png,ST3_brother_jess.png,HT1_brother_dan.png,HT1_sister_dan.png,Jess gave the bacon to her sister.,
19,neither_list1_test18,neither,1,she/her,8,ST3,jess,ST3_she_jess.png,525,they/them,12,HT1,dan,HT1_they_dan.png,275,pizza.png,725,150,100,50,ST3_brother_jess.png,HT1_brother_dan.png,HT1_sister_dan.png,ST3_brother_jess.png,ST3_sister_jess.png,Jess gave the pizza to her brother.,
19,neither_list1_test19,neither,1,she/her,8,ST3,jess,ST3_she_jess.png,275,they/them,12,HT1,dan,HT1_they_dan.png,525,carrot.png,175,250,300,350,ST3_sister_jess.png,ST3_brother_jess.png,ST3_sister_jess.png,HT1_sister_dan.png,HT1_brother_dan.png,Jess gave the carrot to her sister.,
19,neither_list1_test20,neither,1,she/her,8,ST3,jess,ST3_she_jess.png,525,they/them,12,HT1,dan,HT1_they_dan.png,275,lemon.png,725,150,100,50,ST3_brother_jess.png,HT1_sister_dan.png,HT1_brother_dan.png,ST3_brother_jess.png,ST3_sister_jess.png,Jess gave the lemon to her brother.,
19,neither_list1_test21,neither,1,they/them,12,HT1,dan,HT1_they_dan.png,275,she/her,8,ST3,jess,ST3_she_jess.png,525,plate.png,175,150,100,50,HT1_brother_dan.png,HT1_brother_dan.png,HT1_sister_dan.png,ST3_sister_jess.png,ST3_brother_jess.png,Dan gave the plate to their brother.,
19,neither_list1_test22,neither,1,they/them,12,HT1,dan,HT1_they_dan.png,525,she/her,8,ST3,jess,ST3_she_jess.png,275,icecream.png,725,150,100,50,HT1_sister_dan.png,ST3_sister_jess.png,ST3_brother_jess.png,HT1_sister_dan.png,HT1_brother_dan.png,Dan gave the icecream to their sister.,
19,neither_list1_test23,neither,1,they/them,12,HT1,dan,HT1_they_dan.png,275,she/her,8,ST3,jess,ST3_she_jess.png,525,orange.png,175,250,300,350,HT1_sister_dan.png,HT1_brother_dan.png,HT1_sister_dan.png,ST3_brother_jess.png,ST3_sister_jess.png,Dan gave the orange to their sister.,
19,neither_list1_test24,neither,1,they/them,12,HT1,dan,HT1_they_dan.png,525,she/her,8,ST3,jess,ST3_she_jess.png,275,potato.png,725,250,300,350,HT1_brother_dan.png,ST3_brother_jess.png,ST3_sister_jess.png,HT1_sister_dan.png,HT1_brother_dan.png,Dan gave the potato to their brother.,
19,neither_list1_test25,neither,1,they/them,12,HT1,dan,HT1_they_dan.png,275,she/her,8,ST3,jess,ST3_she_jess.png,525,apple.png,175,150,100,50,HT1_sister_dan.png,HT1_sister_dan.png,HT1_brother_dan.png,ST3_sister_jess.png,ST3_brother_jess.png,Dan gave the apple to their sister.,
19,neither_list1_test26,neither,1,they/them,12,HT1,dan,HT1_they_dan.png,525,he/him,14,HT2,alex,HT2_he_alex.png,275,onion.png,725,250,300,350,HT1_brother_dan.png,HT2_brother_alex.png,HT2_sister_alex.png,HT1_sister_dan.png,HT1_brother_dan.png,Dan gave the onion to their brother.,
19,neither_list1_test27,neither,1,they/them,12,HT1,dan,HT1_they_dan.png,275,he/him,14,HT2,alex,HT2_he_alex.png,525,watermelon.png,175,250,300,350,HT1_brother_dan.png,HT1_sister_dan.png,HT1_brother_dan.png,HT2_sister_alex.png,HT2_brother_alex.png,Dan gave the watermelon to their brother.,
19,neither_list1_test28,neither,1,they/them,12,HT1,dan,HT1_they_dan.png,525,he/him,14,HT2,alex,HT2_he_alex.png,275,knife.png,725,250,300,350,HT1_sister_dan.png,HT2_sister_alex.png,HT2_brother_alex.png,HT1_brother_dan.png,HT1_sister_dan.png,Dan gave the knife to their sister.,
19,neither_list1_test29,neither,1,they/them,12,HT1,dan,HT1_they_dan.png,275,he/him,14,HT2,alex,HT2_he_alex.png,525,cookie.png,175,150,100,50,HT1_brother_dan.png,HT1_brother_dan.png,HT1_sister_dan.png,HT2_brother_alex.png,HT2_sister_alex.png,Dan gave the cookie to their brother.,
19,neither_list1_test30,neither,1,they/them,12,HT1,dan,HT1_they_dan.png,525,he/him,14,HT2,alex,HT2_he_alex.png,275,tomato.png,725,150,100,50,HT1_sister_dan.png,HT2_brother_alex.png,HT2_sister_alex.png,HT1_sister_dan.png,HT1_brother_dan.png,Dan gave the tomato to their sister.,
20,neither_list2_test1,neither,2,he/him,10,HT1,sam,HT1_he_sam.png,275,she/her,2,ST1,jess,ST1_she_jess.png,525,chocolate.png,175,150,100,50,HT1_brother_sam.png,HT1_brother_sam.png,HT1_sister_sam.png,ST1_brother_jess.png,ST1_sister_jess.png,Sam gave the chocolate to his brother.,
20,neither_list2_test2,neither,2,he/him,10,HT1,sam,HT1_he_sam.png,525,she/her,2,ST1,jess,ST1_she_jess.png,275,cherries.png,725,150,100,50,HT1_sister_sam.png,ST1_brother_jess.png,ST1_sister_jess.png,HT1_sister_sam.png,HT1_brother_sam.png,Sam gave the cherries to his sister.,
20,neither_list2_test3,neither,2,he/him,10,HT1,sam,HT1_he_sam.png,275,she/her,2,ST1,jess,ST1_she_jess.png,525,avocado.png,175,250,300,350,HT1_sister_sam.png,HT1_brother_sam.png,HT1_sister_sam.png,ST1_sister_jess.png,ST1_brother_jess.png,Sam gave the avocado to his sister.,
20,neither_list2_test4,neither,2,he/him,10,HT1,sam,HT1_he_sam.png,525,she/her,2,ST1,jess,ST1_she_jess.png,275,pumpkin.png,725,250,300,350,HT1_brother_sam.png,ST1_sister_jess.png,ST1_brother_jess.png,HT1_sister_sam.png,HT1_brother_sam.png,Sam gave the pumpkin to his brother.,
20,neither_list2_test5,neither,2,he/him,10,HT1,sam,HT1_he_sam.png,275,she/her,2,ST1,jess,ST1_she_jess.png,525,bread.png,175,150,100,50,HT1_sister_sam.png,HT1_sister_sam.png,HT1_brother_sam.png,ST1_brother_jess.png,ST1_sister_jess.png,Sam gave the bread to his sister.,
